,dates,ratings,Reviews
232,"March 25, 2019",Rated 1 stars out of five stars,The app update lost all my information and now I have to set the app up again because I need to generate a smart pass. What a waste of time
233,"June 15, 2019",Rated 3 stars out of five stars,Nothing too helpful.. Basic
234,"May 31, 2019",Rated 1 stars out of five stars,Can't use smart pass in my phon 😣my phon is galaxy note 4
235,"May 29, 2019",Rated 5 stars out of five stars,"User Friendly, very easy to use."
236,"June 22, 2019",Rated 5 stars out of five stars,Userfriendly and a very neat app
237,"May 26, 2019",Rated 5 stars out of five stars,Emirates NBD is the best Bank in UAE
238,"May 30, 2019",Rated 4 stars out of five stars,"Easy to use, well maintained"
239,"April 7, 2019",Rated 2 stars out of five stars,from last couple of days am unable to access my account as app is keep crashing. have already the latest update.
240,"May 29, 2019",Rated 5 stars out of five stars,makes bank transaction easy and efficient!
241,"June 23, 2019",Rated 5 stars out of five stars,perfect app for modern life
242,"May 25, 2019",Rated 1 stars out of five stars,This app can't open since it has been last updated. It's useless to use this app if developer don't fix this issue needs to uninstall waste of time
243,"March 20, 2019",Rated 1 stars out of five stars,"everytime when i try to login it shows me ""your session has timed out due to some technical error"" then i am trying to reinstall but its stuck on 65%"
244,"May 28, 2019",Rated 5 stars out of five stars,Excellent and easy to use Kindly add DIRECT REMIT TO KENYA ALSO Thanks
245,"May 31, 2019",Rated 4 stars out of five stars,"Very good, easy to use fare speed"
246,"June 7, 2019",Rated 1 stars out of five stars,good method of transaction
247,"June 15, 2019",Rated 5 stars out of five stars,smooth and practical.
248,"May 25, 2019",Rated 3 stars out of five stars,I could not see credit card detail in this app since this morning. Can you please check app?
249,"June 22, 2019",Rated 5 stars out of five stars,the best bank & application
250,"June 25, 2019",Rated 4 stars out of five stars,Easy and efficient!
251,"February 15, 2019",Rated 3 stars out of five stars,"The application doesn't accept passwords longer that 14 characters, even though it's accepted from the online portal and i can access from the web normally, but i cannot use the mobile app because my password is longer than 14 characters. Please fix this."
252,"January 28, 2019",Rated 1 stars out of five stars,Worst app...throw it in the scrap...and give Noble prize to the app coder & devoloper...It just gives frustration...U cant even add a benificiary...Sucks
253,"March 4, 2019",Rated 1 stars out of five stars,stupid procedures... not friendly at all... in this 21st century so much delay in doing a transaction.. smart pass is a nightmare
254,"May 29, 2019",Rated 5 stars out of five stars,the best online banking application ever
255,"May 28, 2019",Rated 5 stars out of five stars,Very smooth and convenient to use.
256,"June 24, 2019",Rated 4 stars out of five stars,Nice user interface.
257,"May 29, 2019",Rated 5 stars out of five stars,Great app I love the interactive interface
258,"June 20, 2019",Rated 5 stars out of five stars,awesome and user friendly
259,"March 29, 2019",Rated 3 stars out of five stars,does not show your actual credit card payment only the minimum. caught me out for a long time. this should be fixed
260,"June 2, 2019",Rated 4 stars out of five stars,There is room for improvement
261,"May 31, 2019",Rated 5 stars out of five stars,Very convenient no hassle
262,"June 22, 2019",Rated 5 stars out of five stars,best banking app in uae so far
263,"June 22, 2019",Rated 3 stars out of five stars,not the best I have had
264,"May 20, 2019",Rated 4 stars out of five stars,game-changing app! This app allows me to do so many things as if I am in the branch making the transactions! I gave 4 stars since how I wish we can have faster updates on current statements.
265,"January 25, 2019",Rated 1 stars out of five stars,every time i open app shows update i don't know why and what do this need so much updates fed up with mobil app now and hangups at the time of transactions really time wasting when its urgent
266,"March 29, 2019",Rated 1 stars out of five stars,I was having an issue opening the app now. before upgrading it was working but now I cannot use. kindly fix the issue.
267,"June 22, 2019",Rated 4 stars out of five stars,its very useful and easy
268,"May 27, 2019",Rated 5 stars out of five stars,One of the best Bank in UAE.
269,"May 31, 2019",Rated 5 stars out of five stars,ENBD APP IS HIGHLY USER FRIENDLY AND FAST
270,"June 26, 2019",Rated 4 stars out of five stars,Its very good app.
271,"May 1, 2019",Rated 4 stars out of five stars,if this App not works properly or gives Crash report etc then i suggest users to update your mobile software or reinstall and update latest version of this App.i did so and now it works properly.
272,"May 31, 2019",Rated 4 stars out of five stars,comparatevly not much good
273,"June 22, 2019",Rated 5 stars out of five stars,The best banking app ever
274,"June 25, 2019",Rated 1 stars out of five stars,unable to install new aap
275,"April 29, 2019",Rated 1 stars out of five stars,"Faces issues always such as getting stuck at transferring money or doing some transactions, none of the updates are stable"
276,"April 4, 2019",Rated 1 stars out of five stars,Not an user friendly app. quite difficult to use. I am trying to activate my card. but I can't.
277,"February 22, 2019",Rated 4 stars out of five stars,Rest of services are very excellent and professionals only face banking is still not working and while calling on helpline Eva is asking too much questions while transferring the call to the phone banking adviser.
278,"January 26, 2019",Rated 4 stars out of five stars,"The app is not working...when logging in showing ""Check your internet connection""."
279,"May 28, 2019",Rated 5 stars out of five stars,best bank services in the world 😍😍😍
280,"June 2, 2019",Rated 5 stars out of five stars,good and easy to use
281,"May 2, 2019",Rated 4 stars out of five stars,"It's very secure,Easy,Really Smart app,But hell if u forgot ur User id or password or secret question.Very difficult to retrieve,But Online Transaction are awesome,4 Star.."
282,"April 16, 2019",Rated 1 stars out of five stars,unable to connect. feeling handicaped. says it needs a valid inteenet connection.(!!) no response from ENBD means that there is no solution?
283,"May 29, 2019",Rated 5 stars out of five stars,very useful and easy use Application
284,"June 1, 2019",Rated 2 stars out of five stars,"not good, always hanging"
285,"June 26, 2019",Rated 4 stars out of five stars,nice and easy to use
286,"May 31, 2019",Rated 5 stars out of five stars,Excellent App. everything on tips
287,"May 16, 2019",Rated 4 stars out of five stars,hassle free access...!!! all enquiries are available on app. no need to call customer service
288,"May 29, 2019",Rated 5 stars out of five stars,Convenient and user friendly app
289,"June 25, 2019",Rated 1 stars out of five stars,truly terrible bank and app
290,"May 25, 2019",Rated 5 stars out of five stars,nothing but everything is perfect
291,"June 10, 2019",Rated 5 stars out of five stars,very easy and fast
292,"June 27, 2019",Rated 5 stars out of five stars,east to use and friendly
293,"May 30, 2019",Rated 5 stars out of five stars,The best Banking app bar none.
294,"June 18, 2019",Rated 5 stars out of five stars,it is a good bank
295,"June 12, 2019",Rated 5 stars out of five stars,great: fast and easy
296,"June 1, 2019",Rated 5 stars out of five stars,Best Bank in the world.
297,"March 17, 2019",Rated 1 stars out of five stars,it always hangs multiple times just before processing the payments. then I have force stop the app and start the process again.
298,"May 25, 2019",Rated 4 stars out of five stars,"Needs option to remove old accounts details in salik, dewa, telecom section etc which are no longer being used.. thanks"
299,"January 25, 2019",Rated 3 stars out of five stars,App pushes lots of ads and are too annoying. This really affects the user experience.
300,"May 30, 2019",Rated 5 stars out of five stars,Most efficient banking app I have used
301,"February 13, 2019",Rated 2 stars out of five stars,when trying to do an international money transfer considering that you have to enter a lot of information the session times out.
302,"May 9, 2019",Rated 4 stars out of five stars,good service's. need a transaction authentication more secure even for 100 aed. this is best software.
303,"January 29, 2019",Rated 1 stars out of five stars,Just a really cluttered app that weighs a lot and feels like you're driving a truck.
304,"February 16, 2019",Rated 5 stars out of five stars,"currently I am in Australia ,I bought a new mobile and I didn't find any problem while downloading or updating the ENBD app."
305,"June 19, 2019",Rated 4 stars out of five stars,easy to use...
306,"June 20, 2019",Rated 5 stars out of five stars,make life easier
307,"January 26, 2019",Rated 4 stars out of five stars,"since i updated the app i can't log in. there is a message ""check your internet connection "".pls help how to resolve"
308,"May 17, 2019",Rated 5 stars out of five stars,"Excellent 👍 Need more clarification on smart pass key , Last year when i was in home country- the key was not gerating via mobile data or home wifi. Then i deactivated. From UAE networks , its works fine"
309,"March 29, 2019",Rated 1 stars out of five stars,had an update and still asked to update the app. quite a waste of time.
310,"February 19, 2019",Rated 2 stars out of five stars,"App is not at all user friendly, had hard time to increase my payment limits."
311,"March 18, 2019",Rated 1 stars out of five stars,"I am trying to download the app but there's no success, it's stopping at 87MB"
312,"June 18, 2019",Rated 5 stars out of five stars,Very Nic and easy app.
313,"June 3, 2019",Rated 4 stars out of five stars,Easy Transition Process
314,"April 3, 2019",Rated 4 stars out of five stars,"Very convenient to use, however, it's really slow and takes time to load the home page."
315,"June 27, 2019",Rated 5 stars out of five stars,easy to navigate
316,"March 29, 2019",Rated 1 stars out of five stars,"neither i could open this app nor i could update the app. system demands update when we try to update, the update is not available in play store"
317,"February 8, 2019",Rated 2 stars out of five stars,"Considering banking application , the app size is too much compare to others , more than 3d games also."
318,"June 25, 2019",Rated 5 stars out of five stars,best bank i ever use.
319,"June 1, 2019",Rated 4 stars out of five stars,I just started
320,"April 1, 2019",Rated 5 stars out of five stars,A very helpful application. Brings banking at your finger tips on the go. Has made my life easy. Thank You Emirates NBD.
321,"June 9, 2019",Rated 5 stars out of five stars,best service and easy
322,"May 31, 2019",Rated 5 stars out of five stars,nice and easy to use.
323,"February 19, 2019",Rated 5 stars out of five stars,changing to 5 star now.. its working backwards compatibility now. thanks!!
324,"June 2, 2019",Rated 5 stars out of five stars,Best bank in Mena Region
325,"June 23, 2019",Rated 5 stars out of five stars,very nice n confotable
326,"June 2, 2019",Rated 5 stars out of five stars,Excellent and user friendly
327,"June 24, 2019",Rated 5 stars out of five stars,very good application
328,"March 15, 2019",Rated 1 stars out of five stars,got a new phone and been trying to install this app every day for the past week. every time it fails.
329,"May 14, 2019",Rated 4 stars out of five stars,unable to open. one time is coming like check your internet. next time is coming like time out
330,"June 4, 2019",Rated 5 stars out of five stars,Best user experience
331,"June 23, 2019",Rated 5 stars out of five stars,very user friendly
332,"March 29, 2019",Rated 1 stars out of five stars,after the new update the app refuse to log in and forcefully close down restart the phone and the same
333,"April 24, 2019",Rated 2 stars out of five stars,Transfer Facility of Direct Remit to India Stopped Working For the past couple of access.Kindly Fix this as Earliest as Possible.
334,"March 29, 2019",Rated 4 stars out of five stars,"I am very satisfied, working perfectly, covers all main requirements I need for daily use. sometimes delay in update of statement, but still acceptable."
335,"June 22, 2019",Rated 5 stars out of five stars,easy to access app
336,"May 25, 2019",Rated 5 stars out of five stars,very reliable and helpful app. I almost use it for all my bank transactions.
337,"June 20, 2019",Rated 1 stars out of five stars,Cant use 2 obiles smart pass
338,"March 30, 2019",Rated 1 stars out of five stars,app stopped working after the recent update. it crashes every time on login page
339,"June 6, 2019",Rated 5 stars out of five stars,user friendly great app
340,"April 4, 2019",Rated 4 stars out of five stars,great experience! very easy and fast way of transferring money. thanks enbd👍👍
341,"January 26, 2019",Rated 1 stars out of five stars,Doesn't work properly in some urgent times. Disappointing.
342,"April 30, 2019",Rated 3 stars out of five stars,Communication with bank is not as approachable. Everything else is fine.
343,"April 28, 2019",Rated 5 stars out of five stars,"seamless experience, using it a lot from UAE and abroad. Really convenient with nice UI/UX"
344,"June 8, 2019",Rated 4 stars out of five stars,nice service so far
345,"June 1, 2019",Rated 5 stars out of five stars,nice easy and safe
346,"April 3, 2019",Rated 4 stars out of five stars,thanks for this app as i can do my transactions online now anytime instead of going up on queues.
347,"March 12, 2019",Rated 1 stars out of five stars,I can't download the app anymore. It gets to 65% and no further.
348,"March 9, 2019",Rated 4 stars out of five stars,"this app is getting better with every update, easier to use with a clean interface. thumbs up to the team responsible for this app."
349,"June 1, 2019",Rated 5 stars out of five stars,Excellent banking app
350,"May 11, 2019",Rated 5 stars out of five stars,the application is awesome.. its really very helpful and easy to use..
351,"April 15, 2019",Rated 5 stars out of five stars,"Great app, easy to learn and more options compared to other bank apps. Helpful customer service too!"
352,"June 25, 2019",Rated 4 stars out of five stars,it is good app
353,"June 25, 2019",Rated 5 stars out of five stars,its very good
354,"March 3, 2019",Rated 1 stars out of five stars,"Such a irritating thing ""Force Upgrade"". Will prefer to delete it and use browser based app.☹️"
355,"May 13, 2019",Rated 5 stars out of five stars,Really easy to set everything up. Great app for everything you'd need.
356,"January 25, 2019",Rated 5 stars out of five stars,very simple & easy to use all features are available & no need to use desktop or laptop if u use this..
357,"January 25, 2019",Rated 1 stars out of five stars,Horrible experience. App is damn slow and crashed twice while making transfers..
358,"April 21, 2019",Rated 5 stars out of five stars,credit card loan processing is extremely fast and secure. thanks.
359,"February 1, 2019",Rated 5 stars out of five stars,"All banks need to learn from emirates NBD... they have done a great job with their online banking over the years and it keeps getting better, love using it"
360,"April 28, 2019",Rated 4 stars out of five stars,"its very easy to use, but contact service to customer care is very bad"
361,"March 30, 2019",Rated 1 stars out of five stars,What the hell.... That much time only to download the app????
362,"May 25, 2019",Rated 5 stars out of five stars,very good and convenience app
363,"June 22, 2019",Rated 5 stars out of five stars,Nice apps easily to operate
364,"June 26, 2019",Rated 5 stars out of five stars,best in security
365,"January 27, 2019",Rated 4 stars out of five stars,"it's pretty good, easy payment method for utilities Bill's, good app !"
366,"May 30, 2019",Rated 5 stars out of five stars,"best application, so nice"
367,"March 29, 2019",Rated 5 stars out of five stars,"Superb app with a very convenient access to major online functionality of the account, credit cards, loans, etc."
368,"June 22, 2019",Rated 5 stars out of five stars,Good and safe
369,"June 21, 2019",Rated 1 stars out of five stars,it doesn't work !
370,"March 10, 2019",Rated 1 stars out of five stars,can't download this app from two different phones..please fix this issue. Otherwise good app
371,"February 5, 2019",Rated 4 stars out of five stars,it is good experience with app. only problem with this app is very haevy download app.
372,"May 1, 2019",Rated 5 stars out of five stars,Fantastic Bank with a awesome App. Kudos to the team and the bank.
373,"June 26, 2019",Rated 5 stars out of five stars,very Good Service
374,"April 7, 2019",Rated 1 stars out of five stars,The App isn't working after the latest update.
375,"May 30, 2019",Rated 5 stars out of five stars,great and easy to use
376,"June 21, 2019",Rated 5 stars out of five stars,best bank app till date
377,"April 30, 2019",Rated 5 stars out of five stars,i did Emirates ID update. the process was very easy and straight forward
378,"May 29, 2019",Rated 5 stars out of five stars,Its convenient to use.
379,"April 19, 2019",Rated 4 stars out of five stars,As of now good & easy to use. Hope the same will continue.
380,"March 30, 2019",Rated 1 stars out of five stars,"I am not able to update the new version, I tried many times and not successfully"
381,"June 15, 2019",Rated 5 stars out of five stars,Very good app
382,"June 23, 2019",Rated 5 stars out of five stars,very helpful app
383,"January 25, 2019",Rated 5 stars out of five stars,"Paying bills got so much faster, easier, and hustle free."
384,"February 17, 2019",Rated 5 stars out of five stars,Easy access and very user friendly. A must-have app if you have an account with emiratesnbd. A one-stop shop app. 👍🏼😃
385,"April 2, 2019",Rated 5 stars out of five stars,It really helps the customers a lot using online banking and the smart pass. It is time saving and very convenient.
386,"June 23, 2019",Rated 5 stars out of five stars,cool and good
387,"April 27, 2019",Rated 5 stars out of five stars,Excellent and user-friendly app which allows you to experience
388,"January 28, 2019",Rated 5 stars out of five stars,very good best exchange rate as compared to UAE EXCHANGE AND AL ANSARI. verified with al ansari exchange app.
389,"March 30, 2019",Rated 4 stars out of five stars,easy to use. clear steps. your target finance operation easy to reach and achieve
390,"May 14, 2019",Rated 3 stars out of five stars,lags too much especially for a banking app. Although better then many.
391,"June 22, 2019",Rated 5 stars out of five stars,Easy to use
392,"January 29, 2019",Rated 5 stars out of five stars,it's really very useful and interesting. Sweet & swift transaction.
393,"February 27, 2019",Rated 1 stars out of five stars,The currency converter does not work so that really spoils the use of the app truly pathetic on Android
394,"June 25, 2019",Rated 4 stars out of five stars,app not easily excess
395,"May 25, 2019",Rated 5 stars out of five stars,great and easy to use
396,"June 1, 2019",Rated 5 stars out of five stars,nice mobile bank app
397,"January 27, 2019",Rated 3 stars out of five stars,Initial loading delay. Could not find outstanding transactions/unbilled transactions option in credit card section
398,"May 26, 2019",Rated 5 stars out of five stars,Excellent app very convinient n frendly.
399,"March 13, 2019",Rated 3 stars out of five stars,From past week I'm keep getting logged out when I initiate a local transfer from home quick link.
400,"June 22, 2019",Rated 5 stars out of five stars,best banking app
401,"June 24, 2019",Rated 5 stars out of five stars,love this Bank
402,"March 10, 2019",Rated 5 stars out of five stars,"i am so so happy this application NBD Banking very save time...,goood excellent."
403,"June 17, 2019",Rated 5 stars out of five stars,good secure friendly
404,"June 24, 2019",Rated 5 stars out of five stars,Excellent banking service. So reliable and worth it.
405,"June 23, 2019",Rated 5 stars out of five stars,very good apps
406,"February 2, 2019",Rated 4 stars out of five stars,"Reinstalled the app after an android iOS upgraded. working very well, great app."
407,"May 21, 2019",Rated 4 stars out of five stars,good banking app. UI could be simplified to be more user friendly
408,"June 1, 2019",Rated 5 stars out of five stars,Very Good softwear
409,"May 25, 2019",Rated 4 stars out of five stars,very nice app and very easy to send money any where in the world
410,"May 7, 2019",Rated 5 stars out of five stars,Best online banking and mobile banking. Thank you! Thank you!
411,"March 18, 2019",Rated 5 stars out of five stars,"Very Good App, fast, responsive and full of features."
412,"March 8, 2019",Rated 3 stars out of five stars,it is asking for authentication number sent to mobile but nothing has been sent!
413,"April 8, 2019",Rated 1 stars out of five stars,after new update whenever transferring money the app will crash then i need to close and open again
414,"June 27, 2019",Rated 5 stars out of five stars,good this app
415,"June 27, 2019",Rated 5 stars out of five stars,best app best bank
416,"May 6, 2019",Rated 5 stars out of five stars,Excellent Application.. Can access to vast variety of payments in a click... Nice
417,"April 18, 2019",Rated 5 stars out of five stars,"great app. easy to use, plenty of options."
418,"March 12, 2019",Rated 5 stars out of five stars,this device is very easy to use and quite up to date. I love the fact that I can do a lot of stuff in my apartment
419,"June 26, 2019",Rated 5 stars out of five stars,very fast app
420,"April 27, 2019",Rated 5 stars out of five stars,excellent app with awesome features that most others bank are yet to get!!
421,"June 13, 2019",Rated 5 stars out of five stars,Nice secured app
422,"March 18, 2019",Rated 2 stars out of five stars,takes forever to add details for transfer and then app times out and you have to start over
423,"June 1, 2019",Rated 5 stars out of five stars,Easy to use and safe
424,"January 25, 2019",Rated 2 stars out of five stars,if it's this sluggish on SD 835 with 6gb ram wondering if it's useable on mid-range hardware.
425,"February 4, 2019",Rated 5 stars out of five stars,Never had any issues using this excellent mobile banking platform. Most of my EMBD online banking transactions are done on mobile for more than 2 years
426,"May 27, 2019",Rated 5 stars out of five stars,nice and easy to use
427,"June 10, 2019",Rated 5 stars out of five stars,eas y to use
428,"June 6, 2019",Rated 5 stars out of five stars,very good and fast app
429,"June 22, 2019",Rated 1 stars out of five stars,too much bug
430,"June 22, 2019",Rated 5 stars out of five stars,Good safe app
431,"April 19, 2019",Rated 4 stars out of five stars,first time using Enbd products. It is good manage in application.
432,"April 2, 2019",Rated 1 stars out of five stars,"if you forget anything on your bank account, you will be tortured by this zillions of security questions"
433,"March 9, 2019",Rated 5 stars out of five stars,Very easy to use and all functionalities are there..more secured as well...Fantabulous App
434,"May 11, 2019",Rated 5 stars out of five stars,wondeefull bank such a High Degree Quality we never expected this much Richest services in UAE
435,"June 2, 2019",Rated 5 stars out of five stars,awsum...helpful app
436,"May 25, 2019",Rated 4 stars out of five stars,Good app. Good bank
437,"April 6, 2019",Rated 4 stars out of five stars,Excellent app. I prefer continues upgrades is most desirable.
438,"January 31, 2019",Rated 5 stars out of five stars,exceptional app nothing negative here. and very secure especially from online hackers.
439,"April 7, 2019",Rated 5 stars out of five stars,So far this is the best bank app experience I'v ever used. keep it up!!
440,"March 24, 2019",Rated 1 stars out of five stars,very bad application .. there is no card cancellation option in this application. .
441,"May 25, 2019",Rated 4 stars out of five stars,over all good.
442,"April 23, 2019",Rated 1 stars out of five stars,After the latest update i am not able to perform direct remit app getting hanged
443,"May 1, 2019",Rated 1 stars out of five stars,very bad I took more than half hour to recover transfer till session end very very slow
444,"April 23, 2019",Rated 2 stars out of five stars,April 2019 full month Application is freezing and not able to log in on Android
445,"March 30, 2019",Rated 5 stars out of five stars,"Easy to access, simple design and good user friendly."
446,"February 12, 2019",Rated 4 stars out of five stars,Good service good staff and hope they will improve more but ENBD Reduce there ATM machine.
447,"January 27, 2019",Rated 1 stars out of five stars,poor. says must done mate pass verification then doesn't send code. retry and hangs.
448,"February 27, 2019",Rated 2 stars out of five stars,Very complicated process. Finally still could not update my documents
449,"February 6, 2019",Rated 5 stars out of five stars,"excellent app. quick, intuitive and easy to navigate"
450,"March 29, 2019",Rated 1 stars out of five stars,the pay via mobile by the app (enbd pay) is not working since more than 7 monthes
451,"April 1, 2019",Rated 4 stars out of five stars,user friendly... simple and responsive...but sometime its take time to login and to process request.
452,"May 29, 2019",Rated 5 stars out of five stars,I love this app
453,"May 29, 2019",Rated 5 stars out of five stars,need to improve
454,"May 26, 2019",Rated 5 stars out of five stars,apt for the best banking
455,"March 2, 2019",Rated 1 stars out of five stars,very complicated and not friendly user! not like other bank.
456,"March 12, 2019",Rated 5 stars out of five stars,one of the best banking apps... very easy to use...
457,"June 10, 2019",Rated 5 stars out of five stars,great service no1
458,"February 9, 2019",Rated 5 stars out of five stars,"Good app, no problem so far. User-friendly. Ads though are quite annoying."
459,"June 3, 2019",Rated 5 stars out of five stars,vvvvvvery Good
460,"February 26, 2019",Rated 4 stars out of five stars,Good enough. Room for improvement on functionality and ease of use.
461,"March 30, 2019",Rated 5 stars out of five stars,Very easy and efficient with your banking at your fingertips 👍👌👌👍
462,"February 3, 2019",Rated 4 stars out of five stars,More Flexiable of access.But i feel that why should this app need permission to access my datas
463,"April 16, 2019",Rated 5 stars out of five stars,Easy to use.... And the best banking.....!
464,"May 25, 2019",Rated 5 stars out of five stars,good banking experience with enbd app to transfer money to India on-line
465,"March 31, 2019",Rated 1 stars out of five stars,when you are in hurry ask you to update your app eventually
466,"March 29, 2019",Rated 3 stars out of five stars,Online customer care chat is not available from long time.
467,"May 25, 2019",Rated 5 stars out of five stars,Nice & useful app.
468,"June 25, 2019",Rated 4 stars out of five stars,good app nbd bank
469,"February 12, 2019",Rated 5 stars out of five stars,good services and information about all products. thanks EMIRATES NBD
470,"March 22, 2019",Rated 5 stars out of five stars,very useful. one stop pay for everything in Dubai.
471,"April 21, 2019",Rated 5 stars out of five stars,very simple and fast can remember the procedure to log in
472,"January 27, 2019",Rated 1 stars out of five stars,"The app no longer works for me, since the most recent update."
473,"March 27, 2019",Rated 1 stars out of five stars,Session time out every time while logging in Can't open app since 1 month.
474,"February 27, 2019",Rated 5 stars out of five stars,friendly staff. up to date with all customers need
475,"April 9, 2019",Rated 5 stars out of five stars,i am very happy with Emirates NBD always found decent staff helpful packages
476,"April 29, 2019",Rated 5 stars out of five stars,I am using this app since 4 years Excellent service am getting thank you NBD
477,"June 1, 2019",Rated 5 stars out of five stars,very nice application
478,"February 22, 2019",Rated 1 stars out of five stars,Not able to download the App on Samsung M20 (The app MB is too huge )
479,"February 26, 2019",Rated 5 stars out of five stars,awesome and gives feeling of safety and hi-tech.
480,"April 13, 2019",Rated 5 stars out of five stars,try several time to downloaded. not working
481,"March 4, 2019",Rated 1 stars out of five stars,worst application couldn't fill DOB at once and taking too much time to register
482,"January 30, 2019",Rated 1 stars out of five stars,hate this application. it's log out too fast
483,"March 8, 2019",Rated 1 stars out of five stars,Worst banking app and service I have ever experienced.
484,"March 12, 2019",Rated 4 stars out of five stars,Option to display current expenditure on cards is missing.
485,"March 29, 2019",Rated 1 stars out of five stars,keeps asking me to update eventhough i am using the updated version download today
486,"April 20, 2019",Rated 4 stars out of five stars,great app allows me to do most of my online banking
487,"May 29, 2019",Rated 5 stars out of five stars,very usefull and smooth
488,"June 16, 2019",Rated 5 stars out of five stars,it’s an amazing application! i loved it!
489,"May 26, 2019",Rated 3 stars out of five stars,not too happy with it too much update...n download very slow
490,"May 29, 2019",Rated 5 stars out of five stars,Excellent and good app
491,"May 29, 2019",Rated 5 stars out of five stars,good and excellent
492,"February 12, 2019",Rated 5 stars out of five stars,Awesome Experience of using this app. very user friendly
493,"March 31, 2019",Rated 5 stars out of five stars,Really a user friendly app which can meet almost all requirement that any mobile banking app can do.
494,"March 30, 2019",Rated 5 stars out of five stars,very intelligent system and easy I had use NBD online since more than 5 years ago
495,"March 29, 2019",Rated 5 stars out of five stars,Excellent User interface & navigation of menus.
496,"April 13, 2019",Rated 5 stars out of five stars,its really easy. thank you for developing
497,"March 30, 2019",Rated 5 stars out of five stars,"Very convinient to use, helpful and great facilities."
498,"March 29, 2019",Rated 5 stars out of five stars,Excellent App for online banking. ENBD maintains it's wonderful leadership over other bank's with this easy to use App.
499,"May 23, 2019",Rated 5 stars out of five stars,easy to use and faster anywhere you are.
500,"February 26, 2019",Rated 1 stars out of five stars,smart pass is worst. and direct debit for interation always reject.
501,"April 8, 2019",Rated 2 stars out of five stars,All the services were temporarily unavailable.
502,"March 25, 2019",Rated 4 stars out of five stars,Not fare that your bank is not having call back option.
503,"May 22, 2019",Rated 1 stars out of five stars,so many useless ads and redirection for those ads.
504,"May 29, 2019",Rated 5 stars out of five stars,Good Bank App so far👌
505,"March 31, 2019",Rated 5 stars out of five stars,This is the best online banking experience of my life!
506,"January 28, 2019",Rated 5 stars out of five stars,one of the best banking app. easy to use..
507,"May 29, 2019",Rated 5 stars out of five stars,this aap is so good
508,"March 15, 2019",Rated 5 stars out of five stars,excellent. not tried any other functions.
509,"May 5, 2019",Rated 5 stars out of five stars,"very fast, very helpful, very easy"
510,"May 6, 2019",Rated 5 stars out of five stars,i got a good experiance and service with this app and bank thanks
511,"March 13, 2019",Rated 1 stars out of five stars,there is no bank in list.international transaction.
512,"January 30, 2019",Rated 5 stars out of five stars,Very convenient to use.. One of the best.
513,"May 17, 2019",Rated 5 stars out of five stars,"Best Banking App ever, verry convenient and easy to use"
514,"March 10, 2019",Rated 5 stars out of five stars,very easy to use. managing accounts on ur fingertips
515,"April 4, 2019",Rated 5 stars out of five stars,very easy n fast. thanks ENBD for this beautiful app.
516,"February 7, 2019",Rated 5 stars out of five stars,Very fast and accurate processing of any requested matters
517,"February 1, 2019",Rated 1 stars out of five stars,worst customer service. not recommended.
518,"April 2, 2019",Rated 5 stars out of five stars,perfect application with great possibilities simply the best
519,"May 7, 2019",Rated 1 stars out of five stars,no changes made inspite of reminders since last 12 months
520,"May 1, 2019",Rated 5 stars out of five stars,Very flexible and easy access for banking purpose
521,"May 14, 2019",Rated 3 stars out of five stars,Give a call if you want to a short review
522,"May 5, 2019",Rated 5 stars out of five stars,wow is very easy and save the time.
523,"March 30, 2019",Rated 5 stars out of five stars,is application is very good only need to add the serive of nol card recharge
524,"April 20, 2019",Rated 5 stars out of five stars,nice one but they need to have more latest functions
525,"April 26, 2019",Rated 1 stars out of five stars,keeps saying wrong information !!!
526,"April 5, 2019",Rated 4 stars out of five stars,banking is very good but customer service not good
527,"March 8, 2019",Rated 1 stars out of five stars,Poor application. Not working properly.
528,"May 26, 2019",Rated 1 stars out of five stars,No support for fingerprint scanner.
529,"May 31, 2019",Rated 5 stars out of five stars,Best banking app
530,"May 15, 2019",Rated 1 stars out of five stars,Not all bank branches are included........
531,"March 30, 2019",Rated 5 stars out of five stars,easy to use and all details are there which i needed
532,"March 31, 2019",Rated 1 stars out of five stars,Am not happy with frequent mandatory updates!!
533,"April 24, 2019",Rated 1 stars out of five stars,very awful experience want to withdraw from your services
534,"June 3, 2019",Rated 1 stars out of five stars,only problem is large space needed in mobile storage
535,"March 28, 2019",Rated 4 stars out of five stars,Just started using this App and it's working fine
536,"March 17, 2019",Rated 3 stars out of five stars,Not able to install on huwai nova4. Kindly check.
537,"March 31, 2019",Rated 1 stars out of five stars,if i do not hv space in device i cannot open the app
538,"March 1, 2019",Rated 5 stars out of five stars,Top app all payments you need it is available Great banking experience
539,"May 2, 2019",Rated 5 stars out of five stars,it's very nice and useful application
540,"May 25, 2019",Rated 5 stars out of five stars,The essyest bank app
541,"January 25, 2019",Rated 5 stars out of five stars,"very fast, efficient, and user friendly"
542,"March 29, 2019",Rated 5 stars out of five stars,"Most user friendly. Very fast and secure, easy to use."
543,"January 27, 2019",Rated 4 stars out of five stars,Good interface and ease of use for payments
544,"May 12, 2019",Rated 3 stars out of five stars,"not received SMS, I have to go to ATM"
545,"January 25, 2019",Rated 1 stars out of five stars,every time I opened this app there is update.
546,"March 5, 2019",Rated 5 stars out of five stars,it's great experience with ENBD online banking app. thanks
547,"May 29, 2019",Rated 5 stars out of five stars,Easy to use 👍
548,"March 29, 2019",Rated 5 stars out of five stars,The best banking app there is.
